"State","District","Year","Arecanut - Area (Hectare)","Arecanut - Production (Tonnes)","Arecanut - Yield (Tonne/Hectare)","Coconut - Area (Hectare)","Coconut - Production (Nuts)","Coconut - Yield (Nuts/Hectare)","Coriander - Area (Hectare)","Coriander - Production (Tonnes)","Coriander - Yield (Tonne/Hectare)","Dry chillies - Area (Hectare)","Dry chillies - Production (Tonnes)","Dry chillies - Yield (Tonne/Hectare)","Garlic - Area (Hectare)","Garlic - Production (Tonnes)","Garlic - Yield (Tonne/Hectare)","Turmeric - Area (Hectare)","Turmeric - Production (Tonnes)","Turmeric - Yield (Tonne/Hectare)","Banana - Area (Hectare)","Banana - Production (Tonnes)","Banana - Yield (Tonne/Hectare)","Onion - Area (Hectare)","Onion - Production (Tonnes)","Onion - Yield (Tonne/Hectare)","Sugarcane - Area (Hectare)","Sugarcane - Production (Tonnes)","Sugarcane - Yield (Tonne/Hectare)","Sweet potato - Area (Hectare)","Sweet potato - Production (Tonnes)","Sweet potato - Yield (Tonne/Hectare)","Sannhamp - Area (Hectare)","Sannhamp - Production (Tonnes)","Sannhamp - Yield (Tonne/Hectare)","Arcanut (Processed) - Area (Hectare)","Arcanut (Processed) - Production (Tonnes)","Arcanut (Processed) - Yield (Tonne/Hectare)","Atcanut (Raw) - Area (Hectare)","Atcanut (Raw) - Production (Tonnes)","Atcanut (Raw) - Yield (Tonne/Hectare)","Brinjal - Area (Hectare)","Brinjal - Production (Tonnes)","Brinjal - Yield (Tonne/Hectare)","Citrus Fruit - Area (Hectare)","Citrus Fruit - Production (Tonnes)","Citrus Fruit - Yield (Tonne/Hectare)","Grapes - Area (Hectare)","Grapes - Production (Tonnes)","Grapes - Yield (Tonne/Hectare)","Mango - Area (Hectare)","Mango - Production (Tonnes)","Mango - Yield (Tonne/Hectare)","Other Fresh Fruits - Area (Hectare)","Other Fresh Fruits - Production (Tonnes)","Other Fresh Fruits - Yield (Tonne/Hectare)","Papaya - Area (Hectare)","Papaya - Production (Tonnes)","Papaya - Yield (Tonne/Hectare)","Pome Fruit - Area (Hectare)","Pome Fruit - Production (Tonnes)","Pome Fruit - Yield (Tonne/Hectare)","Tomato - Area (Hectare)","Tomato - Production (Tonnes)","Tomato - Yield (Tonne/Hectare)","Cotton(lint) - Area (Hectare)","Cotton(lint) - Production (Bales)","Cotton(lint) - Yield (Bales/Hectare)","Mesta - Area (Hectare)","Mesta - Production (Bales)","Mesta - Yield (Bales/Hectare)","Cashewnut - Area (Hectare)","Cashewnut - Production (Tonnes)","Cashewnut - Yield (Tonne/Hectare)","Tobacco - Area (Hectare)","Tobacco - Production (Tonnes)","Tobacco - Yield (Tonne/Hectare)","Black pepper - Area (Hectare)","Black pepper - Production (Tonnes)","Black pepper - Yield (Tonne/Hectare)","Ginger - Area (Hectare)","Ginger - Production (Tonnes)","Ginger - Yield (Tonne/Hectare)","Tapioca - Area (Hectare)","Tapioca - Production (Tonnes)","Tapioca - Yield (Tonne/Hectare)","Cardamom - Area (Hectare)","Cardamom - Production (Tonnes)","Cardamom - Yield (Tonne/Hectare)","Dry Ginger - Area (Hectare)","Dry Ginger - Production (Tonnes)","Dry Ginger - Yield (Tonne/Hectare)","Potato - Area (Hectare)","Potato - Production (Tonnes)","Potato - Yield (Tonne/Hectare)","Peas & beans (Pulses) - Area (Hectare)","Peas & beans (Pulses) - Production (Tonnes)","Peas & beans (Pulses) - Yield (Tonne/Hectare)","Cashewnut Processed - Area (Hectare)","Cashewnut Processed - Production (Tonnes)","Cashewnut Processed - Yield (Tonne/Hectare)","Cashewnut Raw - Area (Hectare)","Cashewnut Raw - Production (Tonnes)","Cashewnut Raw - Yield (Tonne/Hectare)"
"Karnataka","Belgaum","2020 - 2021","14","158","11.29","344","2739","7.96","3","2","0.67","","","","845","4458","5.28","6670","50725","7.6","","","","","","","201448","20346248","101","3290","67735","20.59","","","","14","32","2.29","","","","","","","","","","","","","","","","","","","","","7","0","0","5579","10639","1.91","5935","6588","1.11","","","","15","7.1","0.47","46","537.9","11.69","5","64","12.8","","","","46","115.7","2.52","","",""
"Karnataka","Belgaum","2021 - 2022","22","241","10.95","240","2076000","8650","","","","","","","472","2586","5.48","5560","38988","7.01","","","","","","","271730","26086055","96","3261","60950","18.69","","","","22","48","2.18","","","","","","","","","","","","","","","","","","","","","","","","3552","6190","1.74","5441","6654","1.22","","","","46","25.2","0.55","16","196.9","12.31","38","494","13","","","","16","42.3","2.64","","",""
"Karnataka","Belgaum","2022 - 2023","38","371","9.76","239","3236538","13542","2","16","8","","","","271","2112","7.79","5115","37850","7.4","","","","","","","278487","26734714","96","4928","50713","10.29","","","","38","74","1.95","","","","","","","","","","","","","","","","","","","","","","","","2988","23904","8","5064","4208","0.83","","","","19","9.9","0.52","5","74","14.8","24","278","11.58","1","0.21","0.21","5","15.9","3.18","","",""
"Karnataka","Bellary","2015 - 2016","","","","523","4374000","8363.29","2093","897","0.43","","","","","","","","","","","","","","","","7835","803871","102.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","7","0.64","","","","","","","1","37","37","","","","","","","","",""
"Karnataka","Bellary","2016 - 2017","11","112","10.18","674","5269000","7817.51","232","101","0.44","","","","2","2","1","","","","","","","","","","6994","511611","73.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","25","0.74","","","","","","","","","","","","","","",""
"Karnataka","Bellary","2017 - 2018","14","152","10.86","579","4578000","7906.74","23","8","0.35","","","","","","","","","","","","","","","","4405","372443","84.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","9","0.75","25","23","0.92","","","","1","26","26","","","","","","","","",""
"Karnataka","Bellary","2018 - 2019","1558","13911","8.93","1220","8641000","7082.79","315","282","0.9","","","","3","20","6.67","","","","","","","","","","10096","575472","57","2","29","14.5","2","","0","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","7","8","1.14","109","90","0.83","","","","","","","4","61.6","15.4","3","40","13.33","","","","","","","","",""
"Karnataka","Bellary","2019 - 2020","1263","13650","10.81","876","7221000","8243.15","","","","","","","2","10","5","1","6","6","","","","","","","6016","607910","101.05","1","19","19","6","4","0.67","","","","","","","","","","","","","","","","","","","","","","","","1","","0","58","82","1.41","206","179","0.87","","","","","","","12","125.5","10.46","","","","","","","","",""
"Karnataka","Bellary","2020 - 2021","1477","16634","11.26","876","6976","7.96","235","126","0.54","","","","7","37","5.29","6","38","6.33","","","","","","","5940","475200","80","","","","","","","1477","3326","2.25","","","","","","","","","","","","","","","","","","","","","2","0","0","30","38","1.27","566","469","0.83","","","","28","13.2","0.47","32","374.2","11.69","","","","","","","32","80.5","2.52","","",""
"Karnataka","Bellary","2021 - 2022","2036","22774","11.19","753","6509000","8644.09","95","49","0.52","","","","7","39","5.57","3","17","5.67","","","","","","","9758","936783","96","","","","","","","2036","4556","2.24","","","","","","","","","","","","","","","","","","","","","","","","19","26","1.37","774","614","0.79","","","","25","14","0.56","15","184.6","12.31","1","13","13","","","","15","39.7","2.65","","",""
